Time,Open,High,Low,Close,Volume 
2003.07.08 21:00:00,1.13107,1.1365,1.13029,1.13451,1277843.7
2003.07.09 21:00:00,1.13409,1.13914,1.13085,1.13861,1267429
2003.07.10 21:00:00,1.13807,1.13887,1.12749,1.1296,1265165.5
2003.07.13 21:00:00,1.12864,1.1307,1.1241,1.12749,1269917.8
2003.07.14 21:00:00,1.12707,1.13358,1.1155,1.11828,1267433.9
2003.07.15 21:00:00,1.11775,1.12305,1.11113,1.12038,1272510.6
2003.07.16 21:00:00,1.12049,1.12477,1.11556,1.12049,1266504.8
2003.07.17 21:00:00,1.11975,1.13022,1.11701,1.12716,1278004.7
2003.07.20 21:00:00,1.12615,1.13526,1.12401,1.13465,1272058.6
2003.07.21 21:00:00,1.13391,1.13713,1.13044,1.13285,1254297.9
2003.07.22 21:00:00,1.13197,1.14882,1.13119,1.14724,1272355.2
2003.07.23 21:00:00,1.14765,1.15091,1.1422,1.14665,1268987.8
2003.07.24 21:00:00,1.14679,1.15477,1.14425,1.15049,1278273.3
2003.07.27 21:00:00,1.15014,1.15172,1.14511,1.14879,1276345.8
2003.07.28 21:00:00,1.14877,1.15365,1.14502,1.14559,1275433.5
2003.07.29 21:00:00,1.14502,1.146,1.13338,1.13396,1263519.4
2003.07.30 21:00:00,1.13367,1.13709,1.12222,1.12398,1266967.8
2003.07.31 21:00:00,1.1235,1.12706,1.11338,1.12531,1216925.2
2003.08.03 21:00:00,1.12773,1.13734,1.12564,1.1354,1272231.2
2003.08.04 21:00:00,1.13543,1.13966,1.13054,1.13863,1279489.5
2003.08.05 21:00:00,1.13797,1.1425,1.13238,1.13291,1270227.6
2003.08.06 21:00:00,1.13245,1.14138,1.13173,1.13702,1273274.2
2003.08.07 21:00:00,1.13646,1.13817,1.12861,1.13053,1261236.7
2003.08.10 21:00:00,1.12882,1.13788,1.12615,1.13552,1242761.9
2003.08.11 21:00:00,1.13518,1.13709,1.12745,1.128,1335296.7
2003.08.12 21:00:00,1.12767,1.13302,1.12169,1.1319,1354644.5
2003.08.13 21:00:00,1.13163,1.13365,1.12234,1.12547,1334944.7
2003.08.14 21:00:00,1.12565,1.12944,1.12396,1.12633,1301675.9
2003.08.17 21:00:00,1.1242,1.12675,1.11221,1.11398,1327518.6
2003.08.18 21:00:00,1.11415,1.1151,1.10534,1.11362,1342325.6
2003.08.19 21:00:00,1.1131,1.11462,1.10783,1.11155,1344872.8
2003.08.20 21:00:00,1.11123,1.11209,1.08826,1.09196,1346824.6
2003.08.21 21:00:00,1.09133,1.09445,1.0835,1.08731,1334104.7
2003.08.24 21:00:00,1.08496,1.09169,1.08443,1.08705,1343844.4
2003.08.25 21:00:00,1.0867,1.0908,1.07911,1.08512,1338102.3
2003.08.26 21:00:00,1.08474,1.09288,1.08303,1.0883,1340521.8
2003.08.27 21:00:00,1.08786,1.09114,1.08082,1.08781,1344437.3
2003.08.28 21:00:00,1.08773,1.09964,1.08678,1.09817,1348179.9
2003.08.31 21:00:00,1.09873,1.10125,1.09487,1.09645,1203066.6
2003.09.01 21:00:00,1.09598,1.097,1.08014,1.08049,1320140.7
2003.09.02 21:00:00,1.08047,1.08715,1.07606,1.08444,1360730.2
2003.09.03 21:00:00,1.08425,1.09485,1.0805,1.094,1353345.9
2003.09.04 21:00:00,1.09374,1.11116,1.0915,1.11019,1324495.2
2003.09.07 21:00:00,1.10973,1.11282,1.10448,1.10619,1348612
2003.09.08 21:00:00,1.10625,1.1239,1.10514,1.12208,1359372.9
2003.09.09 21:00:00,1.12169,1.12347,1.11608,1.12046,1365261.7
2003.09.10 21:00:00,1.12032,1.12695,1.11537,1.12059,1364003
2003.09.11 21:00:00,1.12024,1.13208,1.11329,1.12883,1344504.7
2003.09.14 21:00:00,1.12675,1.13082,1.12401,1.12787,1348262.7
2003.09.15 21:00:00,1.12771,1.13165,1.11523,1.11716,1346871.4
2003.09.16 21:00:00,1.11712,1.12989,1.11366,1.12804,1340380.8
2003.09.17 21:00:00,1.12773,1.13414,1.12246,1.12526,1337392.3
2003.09.18 21:00:00,1.125,1.13823,1.12363,1.13762,1353038.1
2003.09.21 21:00:00,1.14333,1.15031,1.14124,1.14572,1351829.8
2003.09.22 21:00:00,1.14518,1.15233,1.14348,1.14374,1350760.3
2003.09.23 21:00:00,1.14375,1.15034,1.1426,1.14919,1353904
2003.09.24 21:00:00,1.14881,1.15321,1.14568,1.14872,1339085.1
2003.09.25 21:00:00,1.14826,1.14965,1.14385,1.14577,1340344.6
2003.09.28 21:00:00,1.14488,1.1598,1.13927,1.15941,1348136.9
2003.09.29 21:00:00,1.1594,1.17323,1.15686,1.16517,1348877.1
2003.09.30 21:00:00,1.16515,1.17278,1.16412,1.17116,1351259.1
2003.10.01 21:00:00,1.17123,1.17668,1.16596,1.16896,1349580.5
2003.10.02 21:00:00,1.16873,1.17193,1.15487,1.1578,1354661.2
2003.10.05 21:00:00,1.15585,1.17212,1.15309,1.17049,1337484
2003.10.06 21:00:00,1.17042,1.18098,1.1696,1.1756,1342748.2
2003.10.07 21:00:00,1.17577,1.18376,1.17551,1.18062,1340032.3
2003.10.08 21:00:00,1.18027,1.18588,1.1683,1.17427,1344555.8
2003.10.09 21:00:00,1.17397,1.18461,1.17012,1.17928,1328469.1
2003.10.12 21:00:00,1.18039,1.18138,1.16512,1.17,1334663.4
2003.10.13 21:00:00,1.1699,1.17638,1.15803,1.17204,1338008.7
2003.10.14 21:00:00,1.17194,1.17431,1.15889,1.16309,1350853.1
2003.10.15 21:00:00,1.16308,1.16942,1.15721,1.15843,1338621.3
2003.10.16 21:00:00,1.1579,1.16823,1.15515,1.16782,1331096.8
2003.10.19 21:00:00,1.17028,1.1727,1.16,1.16306,1337728.9
2003.10.20 21:00:00,1.16292,1.16991,1.16152,1.16641,1335850.1
2003.10.21 21:00:00,1.16584,1.1826,1.16463,1.17981,1341351.3
2003.10.22 21:00:00,1.17951,1.18434,1.17546,1.17885,1339686.6
2003.10.23 21:00:00,1.17833,1.18546,1.17589,1.17767,1336413.3
2003.10.26 22:00:00,1.17726,1.17829,1.1717,1.17414,1346530.2
2003.10.27 22:00:00,1.17426,1.17491,1.16535,1.16678,1352093.5
2003.10.28 22:00:00,1.16685,1.1717,1.16566,1.16592,1328828.6
2003.10.29 22:00:00,1.16586,1.17536,1.1615,1.16215,1344278.5
2003.10.30 22:00:00,1.16212,1.16551,1.15615,1.15851,1348439.3
2003.11.02 22:00:00,1.15762,1.16177,1.14264,1.14544,1341625.1
2003.11.03 22:00:00,1.14557,1.15118,1.14244,1.14907,1352150.7
2003.11.04 22:00:00,1.14905,1.14962,1.14118,1.14352,1341841.8
2003.11.05 22:00:00,1.14375,1.14614,1.13873,1.14127,1343307.5
2003.11.06 22:00:00,1.14149,1.15414,1.13769,1.15269,1365805.6
2003.11.09 22:00:00,1.15024,1.15337,1.14617,1.14777,1342233.5
2003.11.10 22:00:00,1.14782,1.15294,1.14416,1.1519,1338507.4
2003.11.11 22:00:00,1.15194,1.16589,1.15015,1.16258,1345581.6
2003.11.12 22:00:00,1.16312,1.17364,1.16238,1.17298,1364546.8
2003.11.13 22:00:00,1.17309,1.18006,1.17254,1.17732,1356885.6
2003.11.16 22:00:00,1.17748,1.18474,1.17234,1.17445,1360615.6
2003.11.17 22:00:00,1.17463,1.19725,1.17311,1.19684,1356843.2
2003.11.18 22:00:00,1.1968,1.19767,1.18719,1.18732,1353714.6
2003.11.19 22:00:00,1.18734,1.19543,1.18699,1.19085,1362932.8
2003.11.20 22:00:00,1.19111,1.19369,1.18553,1.19126,1357570.3
2003.11.23 22:00:00,1.19068,1.19167,1.17544,1.17674,1327051.2
2003.11.24 22:00:00,1.17708,1.18175,1.17509,1.17889,1348492.7
2003.11.25 22:00:00,1.17886,1.1947,1.17676,1.19374,1357915.1
2003.11.26 22:00:00,1.19376,1.194,1.18821,1.19045,1341720.6
2003.11.27 22:00:00,1.19052,1.20129,1.18959,1.19902,1346877.4
2003.11.30 22:00:00,1.19703,1.20392,1.19354,1.19779,1370321.4
2003.12.01 22:00:00,1.19804,1.20903,1.19391,1.20785,1348187.7
2003.12.02 22:00:00,1.20777,1.21255,1.20683,1.21067,1351593.9
2003.12.03 22:00:00,1.21074,1.21533,1.20286,1.20829,1347145.8
2003.12.04 22:00:00,1.20805,1.21767,1.20601,1.21634,1342959.2
2003.12.07 22:00:00,1.21709,1.22376,1.21466,1.22154,1350333.3
2003.12.08 22:00:00,1.22157,1.22735,1.21851,1.22527,1349817.8
2003.12.09 22:00:00,1.2256,1.22639,1.21511,1.2213,1344737.6
2003.12.10 22:00:00,1.22135,1.22321,1.21113,1.22161,1361559.3
2003.12.11 22:00:00,1.22197,1.23047,1.22056,1.2273,1353278.9
2003.12.14 22:00:00,1.21403,1.23216,1.21273,1.23147,1348925.1
2003.12.15 22:00:00,1.23152,1.23584,1.22984,1.23292,1343390.6
2003.12.16 22:00:00,1.23275,1.24198,1.22939,1.24081,1365192.9
2003.12.17 22:00:00,1.24075,1.24369,1.23571,1.24217,1347459.8
2003.12.18 22:00:00,1.24204,1.24336,1.23408,1.23713,1341774.4
2003.12.21 22:00:00,1.24009,1.24447,1.23468,1.2393,1341985
2003.12.22 22:00:00,1.23932,1.24239,1.23803,1.23901,1340979.9
2003.12.23 22:00:00,1.23927,1.24688,1.23906,1.24434,1322394.1
2003.12.24 22:00:00,1.24432,1.24608,1.24324,1.24494,915214.4
2003.12.25 22:00:00,1.24483,1.24676,1.24191,1.24246,1305323.6
2003.12.28 22:00:00,1.24242,1.25058,1.24212,1.24866,1330689.4
2003.12.29 22:00:00,1.24894,1.25603,1.24736,1.25466,1346264.3
2003.12.30 22:00:00,1.25479,1.26455,1.25119,1.25899,1318539.7
2003.12.31 22:00:00,1.25915,1.26035,1.24679,1.25434,512061.7
2004.01.01 22:00:00,1.2542,1.26263,1.25198,1.25806,1337402.5
2004.01.04 22:00:00,1.25816,1.26924,1.25785,1.26727,1354226
2004.01.05 22:00:00,1.2672,1.28083,1.2665,1.2723,1349584.7
2004.01.06 22:00:00,1.2723,1.27404,1.26221,1.26296,1348413.5
2004.01.07 22:00:00,1.2629,1.27786,1.25576,1.27635,1350773.3
2004.01.08 22:00:00,1.27637,1.28665,1.27021,1.28123,1336174.4
2004.01.11 22:00:00,1.28522,1.28956,1.27328,1.27467,1337453.5
2004.01.12 22:00:00,1.27457,1.27947,1.27114,1.27698,1348261.7
2004.01.13 22:00:00,1.2772,1.27871,1.26276,1.26447,1338604.4
2004.01.14 22:00:00,1.2644,1.26693,1.25562,1.25756,1357261
2004.01.15 22:00:00,1.25743,1.26071,1.23494,1.23936,1342086.8
2004.01.18 22:00:00,1.2366,1.24226,1.23323,1.23468,1343510
2004.01.19 22:00:00,1.2348,1.2594,1.23411,1.25767,1345896.9
2004.01.20 22:00:00,1.2577,1.26695,1.25488,1.26409,1354933.6
2004.01.21 22:00:00,1.26389,1.27475,1.26328,1.27169,1346658.1
2004.01.22 22:00:00,1.27148,1.27732,1.25621,1.25781,1353179.4
2004.01.25 22:00:00,1.25726,1.26095,1.24557,1.24565,1356641.8
2004.01.26 22:00:00,1.24588,1.26503,1.24391,1.26404,1316419.2
2004.01.27 22:00:00,1.26429,1.26608,1.24618,1.24655,1344965.3
2004.01.28 22:00:00,1.24665,1.25252,1.23607,1.24046,1337715.2
2004.01.29 22:00:00,1.24046,1.24897,1.23491,1.24731,1354824.9
2004.02.01 22:00:00,1.2468,1.24848,1.23882,1.24221,1348842.8
2004.02.02 22:00:00,1.24232,1.25967,1.24124,1.25381,1349861.8
2004.02.03 22:00:00,1.25407,1.25593,1.24919,1.25323,1358026.4
2004.02.04 22:00:00,1.25329,1.26348,1.25157,1.2544,1353343.2
2004.02.05 22:00:00,1.25455,1.27226,1.251,1.27,1351709.2
2004.02.08 22:00:00,1.26038,1.27589,1.25963,1.26929,1364520
2004.02.09 22:00:00,1.26954,1.27848,1.26649,1.26679,1369838.6
2004.02.10 22:00:00,1.26682,1.28364,1.26482,1.28295,1361071.1
2004.02.11 22:00:00,1.28319,1.28432,1.27873,1.28058,1358831.2
2004.02.12 22:00:00,1.28061,1.28898,1.27135,1.27305,1367540.2
2004.02.15 22:00:00,1.27428,1.2787,1.27139,1.27671,1350759.9
2004.02.16 22:00:00,1.27679,1.28751,1.27533,1.28372,1365674
2004.02.17 22:00:00,1.28395,1.29247,1.26561,1.26849,1359136.5
2004.02.18 22:00:00,1.2686,1.27342,1.26516,1.27102,1345748.4
2004.02.19 22:00:00,1.27112,1.27643,1.24928,1.25319,1358803
2004.02.22 22:00:00,1.25247,1.25932,1.24494,1.25522,1368480.6
2004.02.23 22:00:00,1.25552,1.27115,1.25203,1.26815,1345493.9
2004.02.24 22:00:00,1.26822,1.27039,1.24716,1.24973,1362384.9
2004.02.25 22:00:00,1.24982,1.25129,1.23826,1.24366,1346051.3
2004.02.26 22:00:00,1.24361,1.25049,1.23718,1.24887,1347994.3
2004.02.29 22:00:00,1.2482,1.25398,1.24215,1.24527,1350394.4
2004.03.01 22:00:00,1.24539,1.24673,1.21938,1.22126,1359050.1
2004.03.02 22:00:00,1.22121,1.22209,1.20546,1.21998,1343582.5
2004.03.03 22:00:00,1.22009,1.2238,1.21334,1.22004,1352416.7
2004.03.04 22:00:00,1.21985,1.24275,1.21731,1.23642,1347506
2004.03.07 22:00:00,1.23857,1.2415,1.23359,1.24013,1360393.1
2004.03.08 22:00:00,1.2402,1.24573,1.22716,1.2324,1358591.4
2004.03.09 22:00:00,1.23226,1.23282,1.21946,1.22205,1354605.7
2004.03.10 22:00:00,1.222,1.23831,1.2162,1.23484,1356982.2
2004.03.11 22:00:00,1.23481,1.23709,1.21707,1.22145,1347175.4
2004.03.14 22:00:00,1.21887,1.23154,1.21815,1.226,1357924.2
2004.03.15 22:00:00,1.22606,1.23695,1.22295,1.22693,1360226
2004.03.16 22:00:00,1.22709,1.2287,1.2173,1.22316,1338080.8
2004.03.17 22:00:00,1.2231,1.24315,1.22182,1.23833,1354175.8
2004.03.18 22:00:00,1.23837,1.24058,1.2254,1.22829,1350261.3
2004.03.21 22:00:00,1.22754,1.23983,1.22189,1.23273,1360833.3
2004.03.22 22:00:00,1.23289,1.23678,1.22628,1.23325,1361277.2
2004.03.23 22:00:00,1.23354,1.23653,1.21133,1.21297,1362066.3
2004.03.24 22:00:00,1.21322,1.21987,1.20962,1.21235,1366087.7
2004.03.25 22:00:00,1.2126,1.22083,1.20733,1.21272,1367063.1
2004.03.28 22:00:00,1.21078,1.21668,1.20559,1.21538,1350568.7
2004.03.29 22:00:00,1.21544,1.22263,1.21474,1.21678,1306805.1
2004.03.30 22:00:00,1.21706,1.23203,1.21668,1.23114,1357518.5
2004.03.31 22:00:00,1.2313,1.23862,1.22532,1.23617,1367239
2004.04.01 22:00:00,1.23602,1.23712,1.20978,1.21305,1355062.1
2004.04.04 21:00:00,1.21076,1.21263,1.19808,1.20149,1374654.2
2004.04.05 21:00:00,1.20118,1.21335,1.19802,1.21136,1362593.1
2004.04.06 21:00:00,1.21096,1.21966,1.20472,1.21712,1358019.5
2004.04.07 21:00:00,1.21684,1.22166,1.20574,1.20823,1362116.4
2004.04.08 21:00:00,1.20795,1.21104,1.20607,1.20858,1279444.7
2004.04.11 21:00:00,1.20857,1.20956,1.2049,1.2073,1322737.9
2004.04.12 21:00:00,1.20734,1.20821,1.19021,1.19424,1332390.7
2004.04.13 21:00:00,1.194,1.19739,1.18678,1.19594,1373773.6
2004.04.14 21:00:00,1.19547,1.1992,1.1891,1.19816,1373514
2004.04.15 21:00:00,1.1978,1.20442,1.1921,1.19886,1369770
2004.04.18 21:00:00,1.19989,1.20756,1.1998,1.20204,1352776.9
2004.04.19 21:00:00,1.20175,1.20215,1.18394,1.18647,1361049.4
2004.04.20 21:00:00,1.18621,1.19111,1.1814,1.18377,1361827.1
2004.04.21 21:00:00,1.18341,1.19133,1.17758,1.19002,1363759.1
2004.04.22 21:00:00,1.18985,1.19401,1.17935,1.18415,1350705.2
2004.04.25 21:00:00,1.18177,1.1884,1.17573,1.18644,1359770.7
2004.04.26 21:00:00,1.18606,1.19456,1.18302,1.19223,1351854.1
2004.04.27 21:00:00,1.19193,1.19496,1.18206,1.18393,1356730.6
2004.04.28 21:00:00,1.18322,1.19841,1.18027,1.19598,1373783.8
2004.04.29 21:00:00,1.19557,1.20089,1.19185,1.1977,1357539
2004.05.02 21:00:00,1.1977,1.2,1.19189,1.19404,1359898.6
2004.05.03 21:00:00,1.19428,1.21173,1.19227,1.20962,1346133
2004.05.04 21:00:00,1.2092,1.21786,1.20915,1.2171,1360703.4
2004.05.05 21:00:00,1.21713,1.21749,1.20625,1.20795,1369606.9
2004.05.06 21:00:00,1.208,1.21313,1.1874,1.18782,1360201.8
2004.05.09 21:00:00,1.18648,1.18936,1.18103,1.18448,1364241.2
2004.05.10 21:00:00,1.18477,1.18885,1.17869,1.18678,1352422.2
2004.05.11 21:00:00,1.18661,1.19402,1.18322,1.18962,1374159.8
2004.05.12 21:00:00,1.1893,1.19294,1.17708,1.18197,1373186.4
2004.05.13 21:00:00,1.18133,1.19007,1.17806,1.18825,1369928.8
2004.05.16 21:00:00,1.18832,1.2058,1.18758,1.20241,1358173.4
2004.05.17 21:00:00,1.20218,1.20378,1.19272,1.19493,1366832.4
2004.05.18 21:00:00,1.1946,1.20409,1.19346,1.20071,1367739.4
2004.05.19 21:00:00,1.20052,1.20188,1.18942,1.19622,1369802.2
2004.05.20 21:00:00,1.19577,1.20679,1.1951,1.19801,1366406.4
2004.05.23 21:00:00,1.19817,1.20231,1.19324,1.2002,1364336.8
2004.05.24 21:00:00,1.19978,1.21263,1.19818,1.21045,1371858
2004.05.25 21:00:00,1.2105,1.21422,1.20814,1.2099,1348788.5
2004.05.26 21:00:00,1.2101,1.22884,1.20867,1.22602,1363604
2004.05.27 21:00:00,1.22554,1.22956,1.22002,1.22118,1355819
2004.05.30 21:00:00,1.22304,1.22529,1.21759,1.21854,1131630.8
2004.05.31 21:00:00,1.21824,1.22657,1.21543,1.22447,1383596
2004.06.01 21:00:00,1.2241,1.2303,1.22032,1.22085,1379091.3
2004.06.02 21:00:00,1.22071,1.22496,1.2168,1.22242,1364395.2
2004.06.03 21:00:00,1.22245,1.22997,1.21395,1.22817,1361491.2
2004.06.06 21:00:00,1.22867,1.23373,1.22742,1.2317,1364601.2
2004.06.07 21:00:00,1.23134,1.235,1.22434,1.2262,1359548.4
2004.06.08 21:00:00,1.22614,1.22738,1.20335,1.20439,1363845.5
2004.06.09 21:00:00,1.20418,1.21179,1.20225,1.21035,1348948.3
2004.06.10 21:00:00,1.2102,1.21145,1.19624,1.20038,1369796
2004.06.13 21:00:00,1.1996,1.20872,1.19512,1.20531,1357036.4
2004.06.14 21:00:00,1.2051,1.21694,1.20254,1.21584,1372933.2
2004.06.15 21:00:00,1.21578,1.21677,1.19787,1.20085,1361231.8
2004.06.16 21:00:00,1.2006,1.20769,1.19901,1.20508,1364645.3
2004.06.17 21:00:00,1.20493,1.21467,1.19725,1.21343,1366505.8
2004.06.20 21:00:00,1.21308,1.2145,1.20749,1.21132,1347743
2004.06.21 21:00:00,1.21073,1.21306,1.20652,1.21067,1361793.3
2004.06.22 21:00:00,1.21052,1.21911,1.20624,1.209,1373304.5
2004.06.23 21:00:00,1.20867,1.21874,1.2038,1.21668,1351438.3
2004.06.24 21:00:00,1.2164,1.21889,1.21062,1.2172,1351956.4
2004.06.27 21:00:00,1.2173,1.22268,1.21209,1.21845,1364704.9
2004.06.28 21:00:00,1.21795,1.21919,1.20646,1.208,1346761.6
2004.06.29 21:00:00,1.20775,1.22035,1.2063,1.21928,1353292.5
2004.06.30 21:00:00,1.21938,1.22078,1.21319,1.21565,1347963.7
2004.07.01 21:00:00,1.21507,1.23271,1.21416,1.23105,1364006.4
2004.07.04 21:00:00,1.23205,1.2335,1.22654,1.22879,1352011.5
2004.07.05 21:00:00,1.22832,1.2329,1.22638,1.22793,1350680.4
2004.07.06 21:00:00,1.22757,1.23879,1.22715,1.23693,1344091.1
2004.07.07 21:00:00,1.23659,1.24042,1.23386,1.23806,1346404.3
2004.07.08 21:00:00,1.23782,1.2422,1.23677,1.24104,1346880.3
2004.07.11 21:00:00,1.2406,1.2435,1.23795,1.24053,1354229.2
2004.07.12 21:00:00,1.24039,1.24143,1.22979,1.23244,1366027.2
2004.07.13 21:00:00,1.23193,1.24201,1.23173,1.23778,1363310.2
2004.07.14 21:00:00,1.2376,1.23879,1.23255,1.23512,1358821.2
2004.07.15 21:00:00,1.23505,1.24579,1.23269,1.24518,1335458.4
2004.07.18 21:00:00,1.24412,1.24609,1.23975,1.24412,1355053.1
2004.07.19 21:00:00,1.24353,1.24536,1.22981,1.233,1345309.2
2004.07.20 21:00:00,1.23224,1.2348,1.22089,1.22584,1377695.7
2004.07.21 21:00:00,1.22507,1.22911,1.22279,1.22537,1362848.8
2004.07.22 21:00:00,1.22483,1.22673,1.20859,1.20897,1355267.6
2004.07.25 21:00:00,1.20932,1.21699,1.20853,1.21402,1341202.7
2004.07.26 21:00:00,1.21363,1.2189,1.20338,1.2056,1351738.4
2004.07.27 21:00:00,1.20513,1.2078,1.19972,1.20517,1356063.2
2004.07.28 21:00:00,1.20508,1.20932,1.19912,1.20434,1349028.5
2004.07.29 21:00:00,1.20373,1.21183,1.19997,1.20165,1348584.4
2004.08.01 21:00:00,1.20169,1.20928,1.20167,1.20217,1365331.6
2004.08.02 21:00:00,1.20188,1.20751,1.19941,1.20593,1365961.2
2004.08.03 21:00:00,1.20526,1.20659,1.19695,1.20502,1357159
2004.08.04 21:00:00,1.2047,1.20727,1.20189,1.2051,1346207.9
2004.08.05 21:00:00,1.2052,1.229,1.20431,1.22784,1358167.1
2004.08.08 21:00:00,1.22805,1.22885,1.22444,1.22675,1346744.3
2004.08.09 21:00:00,1.22652,1.23179,1.22237,1.22338,1353692
2004.08.10 21:00:00,1.22305,1.22497,1.21937,1.22153,1346429
2004.08.11 21:00:00,1.22102,1.22948,1.22102,1.22489,1351879
2004.08.12 21:00:00,1.22478,1.23754,1.2175,1.23704,1358878.5
2004.08.15 21:00:00,1.23668,1.23826,1.23158,1.23591,1348296.9
2004.08.16 21:00:00,1.23564,1.23845,1.23096,1.23538,1355260.4
2004.08.17 21:00:00,1.2352,1.23642,1.22847,1.23332,1358126
2004.08.18 21:00:00,1.23281,1.23781,1.23247,1.23614,1356101.7
2004.08.19 21:00:00,1.23592,1.23804,1.22791,1.23153,1357532.9
2004.08.22 21:00:00,1.23088,1.23231,1.21306,1.21399,1348900.5
2004.08.23 21:00:00,1.2138,1.21656,1.20583,1.20766,1343168.3
2004.08.24 21:00:00,1.20742,1.21156,1.20504,1.20789,1354354.8
2004.08.25 21:00:00,1.20767,1.21157,1.2045,1.20994,1346428.3
2004.08.26 21:00:00,1.20953,1.21343,1.20009,1.20074,1357158.4
2004.08.29 21:00:00,1.20061,1.2067,1.19849,1.20445,1357955
2004.08.30 21:00:00,1.2042,1.21934,1.20383,1.21804,1352433.9
2004.08.31 21:00:00,1.21785,1.22198,1.21461,1.21848,1351576
2004.09.01 21:00:00,1.21822,1.21999,1.21392,1.21712,1339282.2
2004.09.02 21:00:00,1.21702,1.21917,1.20399,1.20558,1336161.3
2004.09.05 21:00:00,1.20558,1.20783,1.20449,1.20608,1345201.5
2004.09.06 21:00:00,1.20588,1.21109,1.20508,1.2104,1339956.2
2004.09.07 21:00:00,1.21062,1.21914,1.20242,1.21805,1339799.6
2004.09.08 21:00:00,1.21739,1.22113,1.21575,1.22103,1339291.3
2004.09.09 21:00:00,1.22067,1.23069,1.21974,1.22572,1339641.1
2004.09.12 21:00:00,1.2257,1.22865,1.22215,1.22565,1341951.3
2004.09.13 21:00:00,1.22568,1.22938,1.22236,1.22492,1348349.6
2004.09.14 21:00:00,1.22458,1.22593,1.21323,1.21472,1346556.1
2004.09.15 21:00:00,1.2146,1.21971,1.21192,1.21787,1348253.5
2004.09.16 21:00:00,1.21752,1.22215,1.21555,1.21846,1342198.3
